State/Region,Year,Insurance Type,Population,Percentage
Tennessee,2022,Direct-purchase,124,7.7
Tennessee,2022,TRICARE,55,3.4
Tennessee,2022,Public,658,40.6
Tennessee,2022,Medicaid,653,40.3
Tennessee,2022,Medicare,7,0.5
Tennessee,2022,VA Care,2,0.1
Tennessee,2021,Total,1623,100
Tennessee,2021,Any Coverage,1543,95.1
Tennessee,2021,Uninsured,80,4.9
Tennessee,2021,Private,983,60.6
Tennessee,2021,Employer-based,846,52.1
Tennessee,2021,Direct-purchase,131,8.1
Tennessee,2021,TRICARE,54,3.4
Tennessee,2021,Public,668,41.2
Tennessee,2021,Medicaid,662,40.8
Tennessee,2021,Medicare,11,0.7
Tennessee,2021,VA Care,4,0.2
Tennessee,2019,Total,1600,100
Tennessee,2019,Any Coverage,1520,95
Tennessee,2019,Uninsured,80,5
Tennessee,2019,Private,939,58.7
Tennessee,2019,Employer-based,817,51
Tennessee,2019,Direct-purchase,104,6.5
Tennessee,2019,TRICARE,53,3.3
Tennessee,2019,Public,652,40.7
Tennessee,2019,Medicaid,647,40.5
Tennessee,2019,Medicare,7,0.4
Tennessee,2019,VA Care,1,0.1
Tennessee,2018,Total,1599,100
Tennessee,2018,Any Coverage,1516,94.8
Tennessee,2018,Uninsured,83,5.2
Tennessee,2018,Private,908,56.8
Tennessee,2018,Employer-based,780,48.8
Tennessee,2018,Direct-purchase,102,6.4
Tennessee,2018,TRICARE,54,3.4
Tennessee,2018,Public,686,42.9
Tennessee,2018,Medicaid,681,42.6
Tennessee,2018,Medicare,11,0.7
Tennessee,2018,VA Care,3,0.2
Tennessee,2017,Total,1600,100
Tennessee,2017,Any Coverage,1530,95.6
Tennessee,2017,Uninsured,71,4.4
Tennessee,2017,Private,928,58
Tennessee,2017,Employer-based,807,50.4
Tennessee,2017,Direct-purchase,102,6.4
Tennessee,2017,TRICARE,44,2.7
Tennessee,2017,Public,673,42.1
Tennessee,2017,Medicaid,659,41.2
Tennessee,2017,Medicare,15,1
Tennessee,2017,VA Care,5,0.3
Tennessee,2016,Total,1589,100
Tennessee,2016,Any Coverage,1530,96.3
Tennessee,2016,Uninsured,58,3.7
Tennessee,2016,Private,917,57.7
Tennessee,2016,Employer-based,776,48.9
Tennessee,2016,Direct-purchase,122,7.7
Tennessee,2016,TRICARE,47,2.9
Tennessee,2016,Public,686,43.2
Tennessee,2016,Medicaid,681,42.9
Tennessee,2016,Medicare,8,0.5
Tennessee,2016,VA Care,2,0.1
Tennessee,2015,Total,1580,100
Tennessee,2015,Any Coverage,1511,95.6
Tennessee,2015,Uninsured,69,4.4
Tennessee,2015,Private,917,58.1
Tennessee,2015,Employer-based,777,49.2
Tennessee,2015,Direct-purchase,118,7.5
Tennessee,2015,TRICARE,49,3.1
Tennessee,2015,Public,656,41.5
Tennessee,2015,Medicaid,647,41
Tennessee,2015,Medicare,13,0.8
Tennessee,2015,VA Care,3,0.2
Tennessee,2014,Total,1581,100
Tennessee,2014,Any Coverage,1495,94.6
Tennessee,2014,Uninsured,86,5.4
Tennessee,2014,Private,913,57.7
Tennessee,2014,Employer-based,764,48.3
Tennessee,2014,Direct-purchase,119,7.5
Tennessee,2014,TRICARE,52,3.3
Tennessee,2014,Public,648,41
Tennessee,2014,Medicaid,643,40.7
Tennessee,2014,Medicare,8,0.5
Tennessee,2014,VA Care,1,0.1
Tennessee,2013,Total,1578,100
Tennessee,2013,Any Coverage,1483,94
Tennessee,2013,Uninsured,95,6
Tennessee,2013,Private,891,56.4
Tennessee,2013,Employer-based,756,47.9
Tennessee,2013,Direct-purchase,108,6.9
Tennessee,2013,TRICARE,51,3.2
Tennessee,2013,Public,655,41.5
Tennessee,2013,Medicaid,649,41.1
Tennessee,2013,Medicare,9,0.6
Tennessee,2013,VA Care,2,0.1
Tennessee,2012,Total,1583,100
Tennessee,2012,Any Coverage,1488,94
Tennessee,2012,Uninsured,94,6
Tennessee,2012,Private,937,59.2
Tennessee,2012,Employer-based,806,50.9
Tennessee,2012,Direct-purchase,122,7.7
Tennessee,2012,TRICARE,42,2.7
Tennessee,2012,Public,612,38.6
Tennessee,2012,Medicaid,604,38.1
Tennessee,2012,Medicare,11,0.7
Tennessee,2012,VA Care,2,0.1
Tennessee,2011,Total,1574,100
Tennessee,2011,Any Coverage,1479,93.9
Tennessee,2011,Uninsured,96,6.1
Tennessee,2011,Private,904,57.4
Tennessee,2011,Employer-based,775,49.2
Tennessee,2011,Direct-purchase,110,7
Tennessee,2011,TRICARE,46,2.9
Tennessee,2011,Public,631,40.1
Tennessee,2011,Medicaid,623,39.6
Tennessee,2011,Medicare,15,1
Tennessee,2011,VA Care,2,0.1
Tennessee,2010,Total,1584,100
Tennessee,2010,Any Coverage,1493,94.3
Tennessee,2010,Uninsured,90,5.7
Tennessee,2010,Private,940,59.3
Tennessee,2010,Employer-based,811,51.2
Tennessee,2010,Direct-purchase,115,7.3
Tennessee,2010,TRICARE,50,3.2
Tennessee,2010,Public,614,38.8
Tennessee,2010,Medicaid,601,37.9
Tennessee,2010,Medicare,21,1.3
Tennessee,2010,VA Care,2,0.1
Tennessee,2009,Total,1581,100
Tennessee,2009,Any Coverage,1479,93.6
Tennessee,2009,Uninsured,102,6.4
Tennessee,2009,Private,961,60.8
Tennessee,2009,Employer-based,822,52
Tennessee,2009,Direct-purchase,131,8.3
Tennessee,2009,TRICARE,47,3
Tennessee,2009,Public,578,36.6
Tennessee,2009,Medicaid,555,35.1
Tennessee,2009,Medicare,34,2.2
Tennessee,2009,VA Care,2,0.1
Tennessee,2008,Total,1562,100
Tennessee,2008,Any Coverage,1456,93.2
Tennessee,2008,Uninsured,106,6.8
Tennessee,2008,Private,999,64
Tennessee,2008,Employer-based,862,55.2
Tennessee,2008,Direct-purchase,147,9.4
Tennessee,2008,TRICARE,44,2.8
Tennessee,2008,Public,522,33.4
Tennessee,2008,Medicaid,511,32.7
Tennessee,2008,Medicare,21,1.4
Tennessee,2008,VA Care,2,0.1
Texas,2022,Total,7862,100
Texas,2022,Any Coverage,7007,89.1
Texas,2022,Uninsured,854,10.9
Texas,2022,Private,4265,54.3
Texas,2022,Employer-based,3614,46
Texas,2022,Direct-purchase,589,7.5
Texas,2022,TRICARE,212,2.7
Texas,2022,Public,3041,38.7
Texas,2022,Medicaid,3004,38.2
Texas,2022,Medicare,48,0.6
Texas,2022,VA Care,14,0.2
Texas,2021,Total,7867,100
Texas,2021,Any Coverage,6937,88.2
Texas,2021,Uninsured,930,11.8
Texas,2021,Private,4149,52.7
Texas,2021,Employer-based,3565,45.3
Texas,2021,Direct-purchase,513,6.5
Texas,2021,TRICARE,224,2.9
Texas,2021,Public,3060,38.9
Texas,2021,Medicaid,3022,38.4
Texas,2021,Medicare,53,0.7
Texas,2021,VA Care,12,0.1
Texas,2019,Total,7808,100
Texas,2019,Any Coverage,6813,87.3
Texas,2019,Uninsured,995,12.7
Texas,2019,Private,4130,52.9
Texas,2019,Employer-based,3577,45.8
Texas,2019,Direct-purchase,476,6.1
Texas,2019,TRICARE,193,2.5
Texas,2019,Public,2881,36.9
Texas,2019,Medicaid,2843,36.4
Texas,2019,Medicare,46,0.6
Texas,2019,VA Care,12,0.2
Texas,2018,Total,7825,100
Texas,2018,Any Coverage,6953,88.8
Texas,2018,Uninsured,873,11.2
Texas,2018,Private,4098,52.4
Texas,2018,Employer-based,3533,45.1
Texas,2018,Direct-purchase,492,6.3
Texas,2018,TRICARE,203,2.6
Texas,2018,Public,3055,39
Texas,2018,Medicaid,3020,38.6
Texas,2018,Medicare,49,0.6
Texas,2018,VA Care,11,0.1
Texas,2017,Total,7782,100
Texas,2017,Any Coverage,6947,89.3
Texas,2017,Uninsured,835,10.7
Texas,2017,Private,4103,52.7
Texas,2017,Employer-based,3556,45.7
Texas,2017,Direct-purchase,487,6.3
Texas,2017,TRICARE,185,2.4
Texas,2017,Public,3037,39
Texas,2017,Medicaid,3009,38.7
Texas,2017,Medicare,39,0.5
Texas,2017,VA Care,12,0.2
Texas,2016,Total,7696,100
Texas,2016,Any Coverage,6944,90.2
Texas,2016,Uninsured,752,9.8
Texas,2016,Private,4023,52.3
Texas,2016,Employer-based,3410,44.3
Texas,2016,Direct-purchase,536,7
Texas,2016,TRICARE,189,2.5
Texas,2016,Public,3116,40.5
Texas,2016,Medicaid,3091,40.2
Texas,2016,Medicare,32,0.4
Texas,2016,VA Care,11,0.1
Texas,2015,Total,7610,100
Texas,2015,Any Coverage,6851,90
Texas,2015,Uninsured,759,10
Texas,2015,Private,3954,52
Texas,2015,Employer-based,3366,44.2
Texas,2015,Direct-purchase,514,6.8
Texas,2015,TRICARE,194,2.6
Texas,2015,Public,3074,40.4
Texas,2015,Medicaid,3042,40
Texas,2015,Medicare,42,0.5
Texas,2015,VA Care,8,0.1
Texas,2014,Total,7505,100
Texas,2014,Any Coverage,6633,88.4
Texas,2014,Uninsured,872,11.6
Texas,2014,Private,3845,51.2
Texas,2014,Employer-based,3322,44.3
Texas,2014,Direct-purchase,444,5.9
Texas,2014,TRICARE,195,2.6
Texas,2014,Public,2957,39.4
Texas,2014,Medicaid,2930,39
Texas,2014,Medicare,42,0.6
Texas,2014,VA Care,8,0.1
Texas,2013,Total,7424,100
Texas,2013,Any Coverage,6439,86.7
Texas,2013,Uninsured,985,13.3
Texas,2013,Private,3671,49.4
Texas,2013,Employer-based,3174,42.8
Texas,2013,Direct-purchase,424,5.7
Texas,2013,TRICARE,191,2.6
Texas,2013,Public,2951,39.8
Texas,2013,Medicaid,2921,39.3
Texas,2013,Medicare,42,0.6
Texas,2013,VA Care,10,0.1
Texas,2012,Total,7363,100
Texas,2012,Any Coverage,6403,87
Texas,2012,Uninsured,960,13
Texas,2012,Private,3612,49.1
Texas,2012,Employer-based,3153,42.8
Texas,2012,Direct-purchase,441,6
Texas,2012,TRICARE,196,2.7
Texas,2012,Public,2971,40.4
Texas,2012,Medicaid,2948,40
Texas,2012,Medicare,31,0.4
Texas,2012,VA Care,8,0.1
Texas,2011,Total,7347,100
Texas,2011,Any Coverage,6329,86.1
Texas,2011,Uninsured,1018,13.9
Texas,2011,Private,3631,49.4
Texas,2011,Employer-based,3164,43.1
Texas,2011,Direct-purchase,426,5.8
Texas,2011,TRICARE,198,2.7
Texas,2011,Public,2879,39.2
Texas,2011,Medicaid,2849,38.8
Texas,2011,Medicare,43,0.6
Texas,2011,VA Care,5,0.1
Texas,2010,Total,7267,100
Texas,2010,Any Coverage,6162,84.8
Texas,2010,Uninsured,1105,15.2
Texas,2010,Private,3603,49.6
Texas,2010,Employer-based,3138,43.2
Texas,2010,Direct-purchase,438,6
Texas,2010,TRICARE,190,2.6
Texas,2010,Public,2743,37.7
Texas,2010,Medicaid,2716,37.4
Texas,2010,Medicare,40,0.6
Texas,2010,VA Care,9,0.1
Texas,2009,Total,7249,100
Texas,2009,Any Coverage,6022,83.1
Texas,2009,Uninsured,1227,16.9
Texas,2009,Private,3734,51.5
Texas,2009,Employer-based,3236,44.6
Texas,2009,Direct-purchase,468,6.5
Texas,2009,TRICARE,190,2.6
Texas,2009,Public,2466,34
Texas,2009,Medicaid,2437,33.6
Texas,2009,Medicare,42,0.6
Texas,2009,VA Care,7,0.1
Texas,2008,Total,7090,100
Texas,2008,Any Coverage,5846,82.4
Texas,2008,Uninsured,1245,17.6
Texas,2008,Private,3793,53.5
Texas,2008,Employer-based,3268,46.1
Texas,2008,Direct-purchase,541,7.6
Texas,2008,TRICARE,184,2.6
Texas,2008,Public,2223,31.4
Texas,2008,Medicaid,2191,30.9
Texas,2008,Medicare,37,0.5
Texas,2008,VA Care,9,0.1
Utah,2022,Total,987,100
Utah,2022,Any Coverage,927,93.9
Utah,2022,Uninsured,61,6.1
Utah,2022,Private,787,79.7
Utah,2022,Employer-based,670,67.9
Utah,2022,Direct-purchase,117,11.9
Utah,2022,TRICARE,22,2.2
Utah,2022,Public,175,17.7
Utah,2022,Medicaid,173,17.5
Utah,2022,Medicare,3,0.3
Utah,2022,VA Care,2,0.2
Utah,2021,Total,998,100
Utah,2021,Any Coverage,919,92.1
Utah,2021,Uninsured,79,7.9
Utah,2021,Private,784,78.6
Utah,2021,Employer-based,669,67
Utah,2021,Direct-purchase,118,11.9
Utah,2021,TRICARE,22,2.2
Utah,2021,Public,179,17.9
Utah,2021,Medicaid,177,17.8
Utah,2021,Medicare,2,0.2
Utah,2021,VA Care,1,0.1
Utah,2019,Total,983,100
Utah,2019,Any Coverage,901,91.7
Utah,2019,Uninsured,82,8.3
Utah,2019,Private,769,78.3
Utah,2019,Employer-based,650,66.2
Utah,2019,Direct-purchase,117,11.9
Utah,2019,TRICARE,19,1.9
Utah,2019,Public,161,16.4
Utah,2019,Medicaid,160,16.3
Utah,2019,Medicare,2,0.2
Utah,2019,VA Care,1,0.1
Utah,2018,Total,983,100
Utah,2018,Any Coverage,911,92.6
Utah,2018,Uninsured,72,7.4
Utah,2018,Private,764,77.7
Utah,2018,Employer-based,658,66.9
Utah,2018,Direct-purchase,102,10.4
Utah,2018,TRICARE,21,2.2
Utah,2018,Public,179,18.2
Utah,2018,Medicaid,175,17.8
Utah,2018,Medicare,5,0.5
Utah,2018,VA Care,3,0.3
Utah,2017,Total,973,100
Utah,2017,Any Coverage,901,92.7
Utah,2017,Uninsured,71,7.3
Utah,2017,Private,746,76.7
Utah,2017,Employer-based,648,66.6
Utah,2017,Direct-purchase,99,10.2
Utah,2017,TRICARE,15,1.5
Utah,2017,Public,189,19.4
Utah,2017,Medicaid,187,19.2
Utah,2017,Medicare,2,0.2
Utah,2017,VA Care,1,0.1
Utah,2016,Total,973,100
Utah,2016,Any Coverage,914,94
Utah,2016,Uninsured,59,6
Utah,2016,Private,755,77.6
Utah,2016,Employer-based,648,66.6
Utah,2016,Direct-purchase,106,10.9
Utah,2016,TRICARE,19,2
Utah,2016,Public,191,19.6
Utah,2016,Medicaid,189,19.5
Utah,2016,Medicare,2,0.2
Utah,2016,VA Care,,
Utah,2015,Total,960,100
Utah,2015,Any Coverage,889,92.7
Utah,2015,Uninsured,70,7.3
Utah,2015,Private,731,76.1
Utah,2015,Employer-based,633,66
Utah,2015,Direct-purchase,94,9.8
Utah,2015,TRICARE,16,1.7
Utah,2015,Public,190,19.8
Utah,2015,Medicaid,188,19.5
Utah,2015,Medicare,2,0.3
Utah,2015,VA Care,1,0.1
Utah,2014,Total,951,100
Utah,2014,Any Coverage,861,90.5
Utah,2014,Uninsured,90,9.5
Utah,2014,Private,706,74.2
Utah,2014,Employer-based,615,64.7
Utah,2014,Direct-purchase,89,9.4
Utah,2014,TRICARE,17,1.8
Utah,2014,Public,182,19.2
Utah,2014,Medicaid,180,18.9
Utah,2014,Medicare,3,0.3
Utah,2014,VA Care,1,0.1
Utah,2013,Total,945,100
Utah,2013,Any Coverage,851,90.1
Utah,2013,Uninsured,94,9.9
Utah,2013,Private,697,73.7
Utah,2013,Employer-based,614,65
Utah,2013,Direct-purchase,80,8.4
Utah,2013,TRICARE,19,2
Utah,2013,Public,185,19.6
Utah,2013,Medicaid,184,19.4
Utah,2013,Medicare,2,0.2
Utah,2013,VA Care,1,0.1
Utah,2012,Total,930,100
Utah,2012,Any Coverage,831,89.4
Utah,2012,Uninsured,98,10.6
Utah,2012,Private,674,72.5
Utah,2012,Employer-based,605,65
Utah,2012,Direct-purchase,74,8
Utah,2012,TRICARE,17,1.9
Utah,2012,Public,186,20
Utah,2012,Medicaid,185,19.9
Utah,2012,Medicare,3,0.3
Utah,2012,VA Care,,
Utah,2011,Total,926,100
Utah,2011,Any Coverage,822,88.7
Utah,2011,Uninsured,104,11.3
Utah,2011,Private,670,72.3
Utah,2011,Employer-based,599,64.7
Utah,2011,Direct-purchase,79,8.5
Utah,2011,TRICARE,19,2.1
Utah,2011,Public,186,20
Utah,2011,Medicaid,182,19.7
Utah,2011,Medicare,5,0.5
Utah,2011,VA Care,,
Utah,2010,Total,924,100
Utah,2010,Any Coverage,821,88.9
Utah,2010,Uninsured,102,11.1
Utah,2010,Private,664,71.8
Utah,2010,Employer-based,585,63.3
Utah,2010,Direct-purchase,79,8.6
Utah,2010,TRICARE,17,1.9
Utah,2010,Public,184,19.9
Utah,2010,Medicaid,182,19.8
Utah,2010,Medicare,3,0.3
Utah,2010,VA Care,1,0.1
Utah,2009,Total,919,100
Utah,2009,Any Coverage,822,89.4
Utah,2009,Uninsured,97,10.6
Utah,2009,Private,688,74.9
Utah,2009,Employer-based,611,66.5
Utah,2009,Direct-purchase,90,9.8
Utah,2009,TRICARE,18,1.9
Utah,2009,Public,160,17.5
Utah,2009,Medicaid,159,17.3
Utah,2009,Medicare,2,0.2
Utah,2009,VA Care,1,0.1
Utah,2008,Total,899,100
Utah,2008,Any Coverage,783,87.1
Utah,2008,Uninsured,116,12.9
Utah,2008,Private,674,74.9
Utah,2008,Employer-based,595,66.2
Utah,2008,Direct-purchase,94,10.5
Utah,2008,TRICARE,18,2
Utah,2008,Public,135,15
Utah,2008,Medicaid,132,14.7
Utah,2008,Medicare,4,0.5
Utah,2008,VA Care,1,0.1
Vermont,2022,Total,124,100
Vermont,2022,Any Coverage,121,97.4
Vermont,2022,Uninsured,3,2.6
Vermont,2022,Private,78,62.5
Vermont,2022,Employer-based,68,55.1
Vermont,2022,Direct-purchase,10,7.7
Vermont,2022,TRICARE,3,2.1
Vermont,2022,Public,50,40.2
Vermont,2022,Medicaid,49,39.4
Vermont,2022,Medicare,1,0.4
Vermont,2022,VA Care,1,0.4
Vermont,2021,Total,126,100
Vermont,2021,Any Coverage,124,98.1
Vermont,2021,Uninsured,2,1.9
Vermont,2021,Private,76,60.6
Vermont,2021,Employer-based,68,53.7
Vermont,2021,Direct-purchase,8,6.5
Vermont,2021,TRICARE,3,2.5
Vermont,2021,Public,54,43
Vermont,2021,Medicaid,54,42.9
Vermont,2021,Medicare,,0.3
Vermont,2021,VA Care,,0.1
Vermont,2019,Total,125,100
Vermont,2019,Any Coverage,122,97.9
Vermont,2019,Uninsured,3,2.1
Vermont,2019,Private,75,60.2
Vermont,2019,Employer-based,67,53.6
Vermont,2019,Direct-purchase,8,6.1
Vermont,2019,TRICARE,3,2.1
Vermont,2019,Public,54,43.5
Vermont,2019,Medicaid,54,43.1
Vermont,2019,Medicare,1,0.7
Vermont,2019,VA Care,,0.1
Vermont,2018,Total,125,100
Vermont,2018,Any Coverage,122,98
Vermont,2018,Uninsured,2,2
Vermont,2018,Private,77,62
Vermont,2018,Employer-based,69,55.2
Vermont,2018,Direct-purchase,7,5.5
Vermont,2018,TRICARE,3,2.1
Vermont,2018,Public,50,40.1
Vermont,2018,Medicaid,50,39.8
Vermont,2018,Medicare,,0.3
Vermont,2018,VA Care,,0.1
Vermont,2017,Total,127,100
Vermont,2017,Any Coverage,125,98.4
Vermont,2017,Uninsured,2,1.6
Vermont,2017,Private,69,54.1
Vermont,2017,Employer-based,62,49.1
Vermont,2017,Direct-purchase,7,5.3
Vermont,2017,TRICARE,2,1.5
Vermont,2017,Public,64,50.7
Vermont,2017,Medicaid,64,50.5
Vermont,2017,Medicare,1,1.2
Vermont,2017,VA Care,,0.1
Vermont,2016,Total,128,100
Vermont,2016,Any Coverage,126,98.5
Vermont,2016,Uninsured,2,1.5
Vermont,2016,Private,74,57.8
Vermont,2016,Employer-based,66,51.7
Vermont,2016,Direct-purchase,8,6
Vermont,2016,TRICARE,2,1.6
Vermont,2016,Public,59,45.8
Vermont,2016,Medicaid,58,45.7
Vermont,2016,Medicare,,0.3
Vermont,2016,VA Care,,0.1
Vermont,2015,Total,129,100
Vermont,2015,Any Coverage,127,98.6
Vermont,2015,Uninsured,2,1.4
Vermont,2015,Private,77,59.4
Vermont,2015,Employer-based,68,52.8
Vermont,2015,Direct-purchase,8,6.5
Vermont,2015,TRICARE,2,1.8
Vermont,2015,Public,60,46.3
Vermont,2015,Medicaid,60,46.1
Vermont,2015,Medicare,,0.2
Vermont,2015,VA Care,,0.2
Vermont,2014,Total,131,100
Vermont,2014,Any Coverage,128,97.7
Vermont,2014,Uninsured,3,2.3
Vermont,2014,Private,74,56.8
Vermont,2014,Employer-based,66,50.5
Vermont,2014,Direct-purchase,8,5.8
Vermont,2014,TRICARE,2,1.5
Vermont,2014,Public,61,46.6
Vermont,2014,Medicaid,60,46.2
Vermont,2014,Medicare,1,0.9
Vermont,2014,VA Care,,
Vermont,2013,Total,134,100
Vermont,2013,Any Coverage,129,96.7
Vermont,2013,Uninsured,4,3.3
Vermont,2013,Private,77,57.5
Vermont,2013,Employer-based,70,52.5
Vermont,2013,Direct-purchase,7,5.1
Vermont,2013,TRICARE,2,1.4
Vermont,2013,Public,60,44.8
Vermont,2013,Medicaid,59,44.5
Vermont,2013,Medicare,1,0.6
Vermont,2013,VA Care,,0.2
Vermont,2012,Total,135,100
Vermont,2012,Any Coverage,131,96.8
Vermont,2012,Uninsured,4,3.2
Vermont,2012,Private,80,59
Vermont,2012,Employer-based,72,53.6
Vermont,2012,Direct-purchase,8,5.7
Vermont,2012,TRICARE,2,1.1
Vermont,2012,Public,59,43.9
Vermont,2012,Medicaid,59,43.8
Vermont,2012,Medicare,1,0.5
Vermont,2012,VA Care,,
Vermont,2011,Total,135,100
Vermont,2011,Any Coverage,131,97.3
Vermont,2011,Uninsured,4,2.7
Vermont,2011,Private,80,59.5
Vermont,2011,Employer-based,71,52.5
Vermont,2011,Direct-purchase,8,5.8
Vermont,2011,TRICARE,4,3
Vermont,2011,Public,60,44.7
Vermont,2011,Medicaid,60,44.3
Vermont,2011,Medicare,1,0.9
Vermont,2011,VA Care,,0.2
Vermont,2010,Total,139,100
Vermont,2010,Any Coverage,136,98
Vermont,2010,Uninsured,3,2
Vermont,2010,Private,80,57.6
Vermont,2010,Employer-based,73,52.8
Vermont,2010,Direct-purchase,6,4.4
Vermont,2010,TRICARE,3,2.1
Vermont,2010,Public,65,46.6
Vermont,2010,Medicaid,64,46
Vermont,2010,Medicare,1,1
Vermont,2010,VA Care,,0.2
Vermont,2009,Total,138,100
Vermont,2009,Any Coverage,133,96.5
Vermont,2009,Uninsured,5,3.5
Vermont,2009,Private,88,63.7
Vermont,2009,Employer-based,81,58.9
Vermont,2009,Direct-purchase,7,5.3
Vermont,2009,TRICARE,2,1.5
Vermont,2009,Public,54,39.4
Vermont,2009,Medicaid,54,39.2
Vermont,2009,Medicare,1,0.5
Vermont,2009,VA Care,,0.1
Vermont,2008,Total,139,100
Vermont,2008,Any Coverage,134,95.9
Vermont,2008,Uninsured,6,4.1
Vermont,2008,Private,89,64.2
Vermont,2008,Employer-based,83,59.4
Vermont,2008,Direct-purchase,9,6.6
Vermont,2008,TRICARE,2,1.2
Vermont,2008,Public,53,38.3
Vermont,2008,Medicaid,53,38
Vermont,2008,Medicare,1,1
Vermont,2008,VA Care,,
Virginia,2022,Total,1979,100
Virginia,2022,Any Coverage,1892,95.6
Virginia,2022,Uninsured,87,4.4
Virginia,2022,Private,1354,68.4
Virginia,2022,Employer-based,1123,56.7
Virginia,2022,Direct-purchase,136,6.9
Virginia,2022,TRICARE,179,9
Virginia,2022,Public,625,31.6
Virginia,2022,Medicaid,605,30.6
Virginia,2022,Medicare,13,0.6
Virginia,2022,VA Care,22,1.1
Virginia,2021,Total,2000,100
Virginia,2021,Any Coverage,1912,95.6
Virginia,2021,Uninsured,88,4.4
Virginia,2021,Private,1393,69.6
Virginia,2021,Employer-based,1162,58.1
Virginia,2021,Direct-purchase,135,6.7
Virginia,2021,TRICARE,183,9.2
Virginia,2021,Public,604,30.2
Virginia,2021,Medicaid,586,29.3
Virginia,2021,Medicare,16,0.8
Virginia,2021,VA Care,18,0.9
Virginia,2019,Total,1975,100
Virginia,2019,Any Coverage,1879,95.1
Virginia,2019,Uninsured,97,4.9
Virginia,2019,Private,1367,69.2
Virginia,2019,Employer-based,1136,57.5
Virginia,2019,Direct-purchase,134,6.8
Virginia,2019,TRICARE,169,8.6
Virginia,2019,Public,573,29
Virginia,2019,Medicaid,551,27.9
Virginia,2019,Medicare,17,0.9
Virginia,2019,VA Care,15,0.7
Virginia,2018,Total,1993,100
Virginia,2018,Any Coverage,1891,94.9
Virginia,2018,Uninsured,102,5.1
Virginia,2018,Private,1394,70
Virginia,2018,Employer-based,1151,57.8
Virginia,2018,Direct-purchase,144,7.2
Virginia,2018,TRICARE,164,8.3
Virginia,2018,Public,553,27.8
Virginia,2018,Medicaid,539,27.1
Virginia,2018,Medicare,14,0.7
Virginia,2018,VA Care,10,0.5
Virginia,2017,Total,1983,100
Virginia,2017,Any Coverage,1882,94.9
Virginia,2017,Uninsured,101,5.1
Virginia,2017,Private,1403,70.7
Virginia,2017,Employer-based,1131,57
Virginia,2017,Direct-purchase,166,8.4
Virginia,2017,TRICARE,168,8.5
Virginia,2017,Public,542,27.4
Virginia,2017,Medicaid,523,26.4
Virginia,2017,Medicare,17,0.9
Virginia,2017,VA Care,8,0.4
Virginia,2016,Total,1989,100
Virginia,2016,Any Coverage,1890,95
Virginia,2016,Uninsured,99,5
Virginia,2016,Private,1414,71.1
Virginia,2016,Employer-based,1141,57.3
Virginia,2016,Direct-purchase,180,9
Virginia,2016,TRICARE,169,8.5
Virginia,2016,Public,532,26.8
Virginia,2016,Medicaid,515,25.9
Virginia,2016,Medicare,14,0.7
Virginia,2016,VA Care,9,0.5
Virginia,2015,Total,1984,100
Virginia,2015,Any Coverage,1883,94.9
Virginia,2015,Uninsured,101,5.1
Virginia,2015,Private,1393,70.2
Virginia,2015,Employer-based,1131,57
Virginia,2015,Direct-purchase,164,8.3
Virginia,2015,TRICARE,176,8.8
Virginia,2015,Public,549,27.7
Virginia,2015,Medicaid,538,27.1
Virginia,2015,Medicare,11,0.5
Virginia,2015,VA Care,9,0.4
Virginia,2014,Total,1986,100
Virginia,2014,Any Coverage,1865,93.9
Virginia,2014,Uninsured,121,6.1
Virginia,2014,Private,1377,69.3
Virginia,2014,Employer-based,1123,56.6
Virginia,2014,Direct-purchase,144,7.3
Virginia,2014,TRICARE,174,8.7
Virginia,2014,Public,540,27.2
Virginia,2014,Medicaid,527,26.6
Virginia,2014,Medicare,12,0.6
Virginia,2014,VA Care,6,0.3
Virginia,2013,Total,1982,100
Virginia,2013,Any Coverage,1868,94.2
Virginia,2013,Uninsured,114,5.8
Virginia,2013,Private,1397,70.5
Virginia,2013,Employer-based,1137,57.4
Virginia,2013,Direct-purchase,147,7.4
Virginia,2013,TRICARE,182,9.2
Virginia,2013,Public,523,26.4
Virginia,2013,Medicaid,504,25.4
Virginia,2013,Medicare,18,0.9
Virginia,2013,VA Care,8,0.4
Virginia,2012,Total,1976,100
Virginia,2012,Any Coverage,1858,94
Virginia,2012,Uninsured,118,6
Virginia,2012,Private,1403,71
Virginia,2012,Employer-based,1160,58.7
Virginia,2012,Direct-purchase,157,8
Virginia,2012,TRICARE,180,9.1
Virginia,2012,Public,508,25.7
Virginia,2012,Medicaid,492,24.9
Virginia,2012,Medicare,17,0.8
Virginia,2012,VA Care,6,0.3
Virginia,2011,Total,1969,100
Virginia,2011,Any Coverage,1847,93.8
Virginia,2011,Uninsured,122,6.2
Virginia,2011,Private,1401,71.1
Virginia,2011,Employer-based,1149,58.4
Virginia,2011,Direct-purchase,159,8.1
Virginia,2011,TRICARE,182,9.2
Virginia,2011,Public,498,25.3
Virginia,2011,Medicaid,482,24.5
Virginia,2011,Medicare,17,0.9
Virginia,2011,VA Care,6,0.3
Virginia,2010,Total,1970,100
Virginia,2010,Any Coverage,1834,93.1
Virginia,2010,Uninsured,136,6.9
Virginia,2010,Private,1423,72.2
Virginia,2010,Employer-based,1176,59.7
Virginia,2010,Direct-purchase,166,8.4
Virginia,2010,TRICARE,181,9.2
Virginia,2010,Public,472,23.9
Virginia,2010,Medicaid,455,23.1
